_id,EKITALDIA/EJERCICIO,LINEA_KODEA/CODIGO LINEA,LINEA/LINEA,DENBORALDI/TEMPORADA,EGUN MOTA/TIPO DIA,KOPURUA/NUMERO DIAS,ESPEDIZIOAK EGUNEAN/EXPEDICIONES AL DIA,ESPEDIZIOAK GUZTIRA/TOTAL EXPEDICIONES,JOANAK EGUNEAN/IDAS AL DIA,JOANAK GUZTIRA/TOTAL IDAS,ITZULIAK EGUNEAN/VUELTAS AL DIA,ITZULIAK GUZTIRA/TOTAL VUELTAS
431,2025,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,Gabonak (24-31),Laborable,2,34,68,18,36,16,32
432,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Negua,Festivo,51,66,3366,33,1683,33,1683
433,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Negua,Laborable,207,99,20493,49,10143,50,10350
434,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Negua,Sabado,41,68,2788,34,1394,34,1394
435,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Uda,Festivo,12,66,792,33,396,33,396
436,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Uda,Laborable,41,65,2665,33,1353,32,1312
437,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Uda,Sabado,9,68,612,34,306,34,306
438,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Gabonak (24-31),Laborable,2,86,172,43,86,43,86
439,2025,A3631,BILBAO - GALDAKAO - LARRABETZU,Gabonak (25 -1),Festivo,2,41,82,20,40,21,42
440,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Negua,Festivo,57,32,1824,16,912,16,912
441,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Negua,Laborable,228,33,7524,17,3876,16,3648
442,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Negua,Sabado,45,32,1440,16,720,16,720
443,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Uda,Festivo,6,32,192,16,96,16,96
444,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Uda,Laborable,20,32,640,16,320,16,320
445,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Uda,Sabado,5,32,160,16,80,16,80
446,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Gabonak (24-31),Laborable,2,27,54,14,28,13,26
447,2025,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),Gabonak (25 -1),Festivo,2,20,40,10,20,10,20
448,2025,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,Bakarra,Festivo,63,73,4599,37,2331,36,2268
449,2025,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,Bakarra,Laborable,248,75,18600,36,8928,39,9672
450,2025,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,Bakarra,Sabado,50,70,3500,36,1800,34,1700
451,2025,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,Gabonak (24-31),Laborable,2,64,128,31,62,33,66
452,2025,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,Gabonak (25 -1),Festivo,2,60,120,29,58,31,62
453,2025,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),Negua,Laborable,228,69,15732,35,7980,34,7752
454,2025,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),Negua,Sabado,45,69,3105,35,1575,34,1530
455,2025,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),Uda,Laborable,20,35,700,18,360,17,340
456,2025,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),Uda,Sabado,5,35,175,18,90,17,85
457,2025,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),Gabonak (24-31),Laborable,2,59,118,30,60,29,58
458,2025,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,Bakarra,Festivo,63,31,1953,16,1008,15,945
459,2025,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,Bakarra,Laborable,248,36,8928,19,4712,17,4216
460,2025,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,Bakarra,Sabado,50,32,1600,16,800,16,800
461,2025,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,Gabonak (24-31),Laborable,2,30,60,16,32,14,28
462,2025,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,Bakarra,Festivo,63,32,2016,16,1008,16,1008
463,2025,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,Bakarra,Laborable,248,33,8184,17,4216,16,3968
464,2025,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,Bakarra,Sabado,50,33,1650,17,850,16,800
465,2025,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,Gabonak (24-31),Laborable,2,27,54,13,26,14,28
466,2025,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,Gabonak (25 -1),Festivo,2,11,22,6,12,5,10
467,2025,A3913,Arrazola - DURANGO,Negua,Festivo,57,28,1596,14,798,14,798
468,2025,A3913,Arrazola - DURANGO,Negua,Laborable,228,30,6840,15,3420,15,3420
469,2025,A3913,Arrazola - DURANGO,Negua,Sabado,45,28,1260,14,630,14,630
470,2025,A3913,Arrazola - DURANGO,Uda,Festivo,6,26,156,13,78,13,78
471,2025,A3913,Arrazola - DURANGO,Uda,Laborable,20,26,520,13,260,13,260
472,2025,A3913,Arrazola - DURANGO,Uda,Sabado,5,26,130,13,65,13,65
473,2025,A3913,Arrazola - DURANGO,Gabonak (24-31),Laborable,2,27,54,13,26,14,28
474,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Negua,Festivo,57,28,1596,14,798,14,798
475,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Negua,Laborable,228,32,7296,15,3420,17,3876
476,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Negua,Sabado,45,30,1350,15,675,15,675
477,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Uda,Festivo,6,28,168,14,84,14,84
478,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Uda,Laborable,20,30,600,15,300,15,300
479,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Uda,Sabado,5,30,150,15,75,15,75
480,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Gabonak (24-31),Laborable,2,29,58,13,26,16,32
481,2025,A3915,BILBAO - DURANGO - ONDARROA (Autopista),Gabonak (25 -1),Festivo,2,9,18,5,10,4,8
482,2025,A3916,BILBAO - ERMUA - ONDARROA (Autopista),Bakarra,Festivo,63,31,1953,15,945,16,1008
483,2025,A3916,BILBAO - ERMUA - ONDARROA (Autopista),Bakarra,Laborable,248,34,8432,17,4216,17,4216
484,2025,A3916,BILBAO - ERMUA - ONDARROA (Autopista),Bakarra,Sabado,50,34,1700,16,800,18,900
485,2025,A3916,BILBAO - ERMUA - ONDARROA (Autopista),Gabonak (24-31),Laborable,2,29,58,14,28,15,30
486,2025,A3916,BILBAO - ERMUA - ONDARROA (Autopista),Gabonak (25 -1),Festivo,2,6,12,2,4,4,8
487,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Negua,Festivo,57,31,1767,16,912,15,855
488,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Negua,Laborable,228,37,8436,17,3876,20,4560
489,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Negua,Sabado,45,35,1575,17,765,18,810
490,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Uda,Festivo,6,31,186,16,96,15,90
491,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Uda,Laborable,20,35,700,17,340,18,360
492,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Uda,Sabado,5,35,175,17,85,18,90
493,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Gabonak (24-31),Laborable,2,31,62,14,28,17,34
494,2025,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,Gabonak (25 -1),Festivo,2,10,20,5,10,5,10
495,2025,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,Bakarra,Laborable,250,14,3500,6,1500,8,2000
496,2025,A3923,BILBAO - DURANGO - ELORRIO (Autopista),Bakarra,Festivo,63,29,1827,15,945,14,882
497,2025,A3923,BILBAO - DURANGO - ELORRIO (Autopista),Bakarra,Laborable,248,33,8184,17,4216,16,3968
498,2025,A3923,BILBAO - DURANGO - ELORRIO (Autopista),Bakarra,Sabado,50,32,1600,16,800,16,800
499,2025,A3923,BILBAO - DURANGO - ELORRIO (Autopista),Gabonak (24-31),Laborable,2,29,58,14,28,15,30
500,2025,A3923,BILBAO - DURANGO - ELORRIO (Autopista),Gabonak (25 -1),Festivo,2,14,28,7,14,7,14
501,2025,A3924,ERMUA - DURANGO - UPV/EHU,EHU Eskola-egunak,Laborable,173,14,2422,6,1038,8,1384
502,2025,A3924,ERMUA - DURANGO - UPV/EHU,EHU Ez Eskolakoa,Laborable,16,2,32,1,16,1,16
503,2025,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,Bakarra,Festivo,63,28,1764,15,945,13,819
504,2025,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,Bakarra,Laborable,248,30,7440,15,3720,15,3720
505,2025,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,Bakarra,Sabado,50,30,1500,15,750,15,750
506,2025,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,Gabonak (24-31),Laborable,2,28,56,14,28,14,28
507,2025,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,Gabonak (25 -1),Festivo,2,10,20,5,10,5,10
508,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Negua,Festivo,57,30,1710,15,855,15,855
509,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Negua,Laborable,228,33,7524,16,3648,17,3876
510,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Negua,Sabado,45,30,1350,15,675,15,675
511,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Uda,Festivo,6,30,180,15,90,15,90
512,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Uda,Laborable,20,31,620,16,320,15,300
513,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Uda,Sabado,5,30,150,15,75,15,75
514,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Gabonak (24-31),Laborable,2,30,60,14,28,16,32
515,2025,A3926,BILBAO - ERMUA - EIBAR (Autopista),Gabonak (25 -1),Festivo,2,10,20,5,10,5,10
516,2025,A3927,BILBAO - LEMOA - ZEANURI (Autopista),Negua,Laborable,228,30,6840,15,3420,15,3420
517,2025,A3927,BILBAO - LEMOA - ZEANURI (Autopista),Gabonak (24-31),Laborable,2,26,52,13,26,13,26
518,2025,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,Bakarra,Festivo,63,9,567,5,315,4,252
519,2025,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,Bakarra,Laborable,248,20,4960,10,2480,10,2480
520,2025,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,Bakarra,Sabado,50,20,1000,10,500,10,500
521,2025,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,Gabonak (24-31),Laborable,2,19,38,10,20,9,18
522,2025,A3930,BILBAO - GALDAKAO (Autopista),Negua,Laborable,228,57,12996,30,6840,27,6156
523,2025,A3930,BILBAO - GALDAKAO (Autopista),Negua,Sabado,45,57,2565,30,1350,27,1215
524,2025,A3930,BILBAO - GALDAKAO (Autopista),Gabonak (24-31),Laborable,2,54,108,27,54,27,54
525,2025,A3931,GARAI - DURANGO,Bakarra,Laborable,250,7,1750,4,1000,3,750
526,2025,A3932,GALDAKAO - Metro Bolueta,Negua,Festivo,36,99,3564,48,1728,51,1836
527,2025,A3932,GALDAKAO - Metro Bolueta,Negua,Lunes a Jueves,129,103,13287,52,6708,51,6579
528,2025,A3932,GALDAKAO - Metro Bolueta,Negua,Sabado,32,118,3776,60,1920,58,1856
529,2025,A3932,GALDAKAO - Metro Bolueta,Negua,Viernes,32,109,3488,55,1760,54,1728
530,2025,A3932,GALDAKAO - Metro Bolueta,Uda,Festivo,19,99,1881,48,912,51,969
531,2025,A3932,GALDAKAO - Metro Bolueta,Uda,Lunes a Jueves,65,103,6695,52,3380,51,3315
532,2025,A3932,GALDAKAO - Metro Bolueta,Uda,Sabado,17,118,2006,60,1020,58,986
533,2025,A3932,GALDAKAO - Metro Bolueta,Uda,Viernes,15,117,1755,59,885,58,870
534,2025,A3932,GALDAKAO - Metro Bolueta,Gabonak (25 -1),Festivo,2,68,136,34,68,34,68
535,2025,A3932,GALDAKAO - Metro Bolueta,Bezpera LI,Lunes a Jueves,1,109,109,55,55,54,54
536,2025,A3932,GALDAKAO - Metro Bolueta,Bezpera LV,Laborable,6,117,702,59,354,58,348
537,2025,A3932,GALDAKAO - Metro Bolueta,Bezpera FI,Festivo,2,105,210,51,102,54,108
538,2025,A3932,GALDAKAO - Metro Bolueta,Bezpera FV,Festivo,2,113,226,55,110,58,116
539,2025,A3932,GALDAKAO - Metro Bolueta,Aste Santua,Festivo,2,105,210,51,102,54,108
540,2025,A3932,GALDAKAO - Metro Bolueta,Aste Santua,Sabado,1,114,114,56,56,58,58
541,2025,A3932,GALDAKAO - Metro Bolueta,Bezpera SF,Festivo,2,114,228,56,112,58,116
542,2025,A3932,GALDAKAO - Metro Bolueta,Gabonak 24,Lunes a Jueves,1,93,93,48,48,45,45
543,2025,A3932,GALDAKAO - Metro Bolueta,Gabonak 31,Lunes a Jueves,1,105,105,54,54,51,51
544,2025,A3933,BILBAO - DURANGO (Autopista),Negua,Laborable,228,61,13908,30,6840,31,7068
545,2025,A3933,BILBAO - DURANGO (Autopista),Uda,Laborable,20,31,620,16,320,15,300
546,2025,A3933,BILBAO - DURANGO (Autopista),Gabonak (24-31),Laborable,2,56,112,27,54,29,58
